1,5,502,0,63739.574976
1,11,97,0,2851.669209
1,8,18,1,295732.814696
1,28,146,1,49.268798
1,11,3,0,268645.818380
1,10,226,1,194256.806929
1,12,595,1,894.369969
1,5,584,0,54702.329330
1,7,683,0,25453.334207
1,35,212,0,222544.486881
1,30,26,1,15165.641818
1,10,12,0,3375.188940
1,42,578,1,13019.922609
1,10,721,0,176660.217203
1,14,1410,1,52502.932139
1,5,562,0,202901.048953
1,24,487,1,625458.243776
1,5,1402,0,12933.853700
1,10,695,1,1282.311514
1,5,545,0,49672.792778
1,10,602,1,36618.635524
1,10,20,1,2962.206263
1,10,556,1,394282.168896
1,15,35,0,559777.824486
1,508,938,1,85.660957
1,15,285,0,300022.783778
1,16,552,0,603292.527109
1,6,512,0,401973.273517
1,1,8,0,1444.937798
1,6,405,0,10419.714200
1,5,19,0,496893.130603
1,10,470,1,33923.005522
1,5,546,0,45360.660145
1,5,680,0,389791.110216
1,114,13,1,58100.898546
1,6,535,0,63336.672095
1,8,1,0,1102.802514
1,10,553,1,5740.513794
1,18,34,0,510911.937868
1,6,13,0,504161.700947
1,10,507,1,619992.840134
1,7,203,0,127504.605687
1,5,585,0,485827.596608
1,10,13,1,178217.833525
1,32,20,1,160036.935495
1,5,554,0,118719.857780
1,5,530,0,9364.852942
1,28,491,1,91511.993994
1,10,31,1,18821.781054
1,12,478,1,121421.910928
1,9,770,0,514239.375334
1,5,568,0,299173.555443
1,5,609,0,10399.955692
1,3,4,0,315315.631967
1,14,565,1,15945.433119
1,10,14,0,208015.117030
1,12,69,1,11559.382863
1,10,598,1,569799.501775
1,68,588,1,15004.793782
1,5,1,0,387714.082711
1,1,28,0,27266.470957
1,5,537,0,182431.466716
1,6,390,0,341998.358228
1,13,1335,0,2.171803
1,8,718,1,367152.668895
1,5,570,0,548.847444
1,114,70,1,8585.137524
1,24,174,1,67525.549795
1,326,20,1,89515.490642
1,12,1,1,17702.819198
1,10,580,1,1405.813139
1,16,4,1,0.000000
1,11,151,0,710111.530727
1,6,562,0,5597.457114
1,6,163,0,634402.450401
1,18,2109,1,574653.836543
1,22,92,1,242743.097513
1,40,2295,1,398.920900
1,6,731,0,151914.356792
1,5,306,0,9082.060375
1,10,469,0,574408.990588
1,8,73,1,509874.393731
1,5,589,0,39554.912766
1,6,20,0,2713.162831
1,20,2,1,109841.604648
1,42,12,1,183142.502111
1,5,541,0,8184.198397
1,132,34,1,89820.283117
1,30,11,1,305556.688251
1,24,11,1,13431.745306
1,10,16,1,287426.071246
1,30,36,1,391019.333255
1,54,8,1,177878.690662
1,8,588,1,69175.056409
1,30,53,1,89174.442771
