0,264,8,1,2923837.338849
0,524,3,1,2198543.835702
0,168,1,1,3428618.786827
0,360,9,1,2438372.021530
0,304,4,1,2574700.899988
0,232,1,1,2490598.398662
0,442,1,1,2469549.544134
0,93,3,0,2088675.075843
0,210,15,1,2014002.260714
0,115,7,0,1947520.583556
0,127,44,0,1947837.517732
0,164,2,1,2068933.286090
0,298,9,1,2139886.510261
0,95,1,0,2290824.747916
0,382,3,1,2167754.894266
0,40,16,0,4164845.504655
0,111,54,0,2198720.326721
0,86,4,1,2961084.404731
0,122,3,1,1960769.324737
0,172,154,1,3051926.419419
0,222,12,1,2885042.536985
0,420,19,1,2624013.721636
0,122,2,1,3007082.533436
0,68,23,1,7649954.699732
0,226,109,1,1965120.536373
0,90,34,0,2543935.585776
0,158,13,1,3160385.089086
0,111,9,0,2285307.984882
0,440,17,1,2412270.660951
0,90,3,0,1949666.998675
0,312,64,1,2099400.430564
0,272,2,1,9662093.699992
0,182,14,1,3713566.170823
0,143,46,0,3032856.060821
0,192,22,1,2944915.333874
0,59,11,0,2598998.556826
0,122,4,0,1940818.422529
0,138,12,1,3592917.843470
0,476,12,1,2839896.904580
0,266,29,1,2353085.890649
0,198,10,1,2326366.053179
0,120,16,1,2890192.859269
0,286,7,1,2630135.632170
0,332,7,1,2627545.914532
0,282,152,1,1957355.498257
0,125,47,0,2495757.070113
0,166,1,1,2365710.528946
0,244,2,1,1974334.110396
0,114,17,0,1958233.408875
0,262,17,1,2045372.448489
0,70,2,0,2905516.897261
0,214,83,1,2002930.380313
0,162,56,1,2446482.803594
0,59,12,0,4383617.028579
0,116,9,1,2997189.031671
0,184,43,1,3014127.927707
0,230,34,1,2536021.469399
0,190,49,1,2228277.281368
0,304,9,1,2472301.621499
0,226,1,1,2142749.375201
0,252,22,1,2072919.128220
0,72,53,0,2345328.298376
0,150,62,1,2587439.748660
0,157,2,0,1975417.186572
0,101,8,0,2671072.313846
0,456,41,1,2355940.831577
0,117,1,0,2057740.336277
0,262,8,1,1964739.015593
0,102,25,0,2516191.533937
0,302,11,1,2411137.526962
0,60,2,1,3916394.527564
0,334,40,1,2208386.365654
0,240,53,1,2254789.235024
0,136,1,1,3379970.000216
0,220,4,1,2024440.761145
0,256,6,1,2711849.673817
0,53,3,0,2092671.906675
0,88,28,0,2318598.294867
0,494,11,1,2182465.734518
0,322,17,1,2437727.284779
0,454,3,1,2311533.574352
0,74,11,1,2801947.499395
0,294,12,1,2017127.319438
0,20,10,1,3646753.998373
0,2,104,1,3414967.562601
0,302,6,1,2284747.636365
0,324,5,1,2648591.876161
0,458,7,1,2585969.195328
0,116,1,1,4353487.151792
0,294,2,1,1989920.493577
0,346,3,1,2127436.671650
0,73,1,0,2851272.169241
0,73,5,0,2809460.345217
0,136,35,1,2546284.105831
0,224,9,1,2633951.275313
0,292,1,1,2002622.706890
0,198,6,1,2053386.508736
0,266,11,1,1967647.347559
0,73,2,0,3383660.546376
0,94,81,0,2459974.241815
0,190,34,1,1973193.162546
0,168,4,1,2490560.420131
0,186,23,1,2244360.029706
0,278,1,1,2193247.269240
0,10,6,1,3005319.955090
0,498,2,1,2405514.361036
0,83,1,0,2953060.442329
0,74,105,1,3980436.480283
0,298,15,1,2101904.223711
0,426,5,1,1953358.388312
0,250,1,1,2068079.158503
0,284,23,1,2461553.727172
0,136,9,1,2569532.501885
0,284,1,1,2055788.247179
0,390,18,1,2293404.199340
0,130,50,1,2876285.181941
0,272,3,0,2233463.996766
0,76,5,0,3483018.748016
0,204,11,1,2243985.495509
0,172,12,1,2712955.657275
0,252,29,1,1999457.509621
0,268,90,1,2091070.813083
0,208,14,1,2070591.264484
0,428,2,1,2315392.182044
0,242,66,1,2009720.811043
0,7,16,0,3456167.745658
0,280,2,1,2395777.127328
0,85,32,0,2108045.428840
0,272,1,1,1938569.193585
0,128,18,1,2765548.660975
0,418,2,1,2182959.220266
0,308,15,1,2036608.089855
0,254,2,1,2003509.305440
0,84,1,0,2110983.568148
0,140,54,0,2296582.797391
0,258,148,1,2610926.205158
0,184,59,1,2538291.800042
0,270,2,1,2066517.308629
0,93,54,0,1958819.346969
0,234,1,1,2255436.987751
0,220,1,1,1939303.580152
0,6,38,1,3291748.595120
0,246,4,1,1960614.066678
0,98,2,0,2504979.082350
0,474,2,1,2609926.487895
0,134,18,1,3702695.226269
0,104,26,0,3001619.419541
0,168,3,0,2046867.690126
0,272,26,1,2028053.944353
0,250,8,1,1996966.908996
0,306,21,1,2412019.953085
0,136,10,0,3468138.063325
0,184,24,1,2802314.431986
0,111,1,0,1940872.096572
0,136,54,1,3204352.700335
0,262,6,1,2243359.310953
0,107,14,0,2365496.053699
0,278,52,1,1973470.235566
0,118,92,0,1938629.579791
0,212,3,1,2260547.059841
0,107,94,0,2330929.670824
0,194,48,1,2087133.249469
0,164,11,0,1956469.325277
0,132,3,1,4356520.545701
0,64,18,0,2823725.479519
0,372,2,1,1966774.930957
0,98,3,0,2361767.518850
0,220,7,1,2241782.404324
0,284,1,1,2521549.585659
0,350,3,1,2638589.733555
0,412,15,1,2471937.986692
0,230,16,1,2206233.656050
0,56,1,0,2447835.480638
0,252,15,1,2835597.460690
0,153,1,0,2199275.175174
0,2,14,1,3680499.811477
0,2,5,1,3250083.742081
0,302,4,1,2285547.794124
0,132,68,1,3117407.588026
0,520,33,1,2323300.800002
0,102,782,0,2017063.351688
0,306,9,1,2453241.619631
